admin2,province_state,country_region,fips,latitude,longitude,date,cases,death,source,update_date
,,US,,37.0902,-95.7129,3/20/2020,17996,265,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/21/2020,24532,343,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/22/2020,33061,436,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/23/2020,43499,546,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/24/2020,54168,746,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/25/2020,68775,1000,https://github.com/nytimes/covid-19-data,3/28/2020
,,US,,37.0902,-95.7129,3/26/2020,85618,1322,https://github.com/nytimes/covid-19-data,3/28/2020
,,Afghanistan,,33,65,2/24/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,2/25/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,2/26/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,2/27/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,2/28/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,2/29/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/1/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/2/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/3/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/4/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/5/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/6/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/7/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/8/2020,4,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/9/2020,4,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/10/2020,5,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/11/2020,7,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/12/2020,7,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/13/2020,7,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/14/2020,11,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/15/2020,16,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/16/2020,21,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/17/2020,22,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/18/2020,22,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/19/2020,22,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/20/2020,24,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/21/2020,24,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/22/2020,40,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/23/2020,40,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/24/2020,74,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/25/2020,84,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/26/2020,94,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Afghanistan,,33,65,3/27/2020,110,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/9/2020,2,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/10/2020,10,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/11/2020,12,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/12/2020,23,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/13/2020,33,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/14/2020,38,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/15/2020,42,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/16/2020,51,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/17/2020,55,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/18/2020,59,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/19/2020,64,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/20/2020,70,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/21/2020,76,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/22/2020,89,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/23/2020,104,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/24/2020,123,5,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/25/2020,146,5,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/26/2020,174,6,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Albania,,41.1533,20.1683,3/27/2020,186,8,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,2/25/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,2/26/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,2/27/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,2/28/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,2/29/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/1/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/2/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/3/2020,5,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/4/2020,12,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/5/2020,12,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/6/2020,17,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/7/2020,17,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/8/2020,19,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/9/2020,20,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/10/2020,20,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/11/2020,20,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/12/2020,24,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/13/2020,26,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/14/2020,37,3,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/15/2020,48,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/16/2020,54,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/17/2020,60,4,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/18/2020,74,7,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/19/2020,87,9,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/20/2020,90,11,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/21/2020,139,15,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/22/2020,201,17,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/23/2020,230,17,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/24/2020,264,19,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/25/2020,302,21,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/26/2020,367,25,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Algeria,,28.0339,1.6596,3/27/2020,409,26,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/2/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/3/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/4/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/5/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/6/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/7/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/8/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/9/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/10/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/11/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/12/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/13/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/14/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/15/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/16/2020,2,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/17/2020,39,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/18/2020,39,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/19/2020,53,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/20/2020,75,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/21/2020,88,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/22/2020,113,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/23/2020,133,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/24/2020,164,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/25/2020,188,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/26/2020,224,3,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Andorra,,42.5063,1.5218,3/27/2020,267,3,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/20/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/21/2020,2,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/22/2020,2,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/23/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/24/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/25/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/26/2020,4,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Angola,,-11.2027,17.8739,3/27/2020,4,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/13/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/14/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/15/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/16/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/17/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/18/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/19/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/20/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/21/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/22/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/23/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/24/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/25/2020,3,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/26/2020,7,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Antigua and Barbuda,,17.0608,-61.7964,3/27/2020,7,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/3/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/4/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/5/2020,1,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/6/2020,2,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/7/2020,8,0,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/8/2020,12,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/9/2020,12,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/10/2020,17,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/11/2020,19,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/12/2020,19,1,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/13/2020,31,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/14/2020,34,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/15/2020,45,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/16/2020,56,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/17/2020,68,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/18/2020,79,2,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/19/2020,97,3,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
,,Argentina,,-38.4161,-63.6167,3/20/2020,128,3,https://data.humdata.org/dataset/novel-coronavirus-2019-ncov-cases,3/28/2020
